station,valid,tmpf,dwpf,relh,drct,sknt,gust,vsby,alti,p01i,wxcodes,metar,AirportID,WeatherStation,EventDate,NtsbNo,Weather_Source,Distance_nm,time_diff
TVL,2012-06-08 09:53:00+00:00,45.0,35.0,68.05,0.0,0.0,,10.0,30.05,0.0,M,KTVL 080953Z AUTO 00000KT 10SM CLR 07/02 A3005 RMK AO2 SLP130 T00720017 TSNO,NV33,TVL,2012-06-08 10:15:00+00:00,WPR12LA262,FALLBACK,28.34822947417072,0 days 00:22:00
CPT,2012-05-09 19:15:00+00:00,80.6,42.8,26.22,60.0,11.0,15.0,10.0,30.04,0.0,M,KCPT 091915Z AUTO 06011G15KT 10SM CLR 27/06 A3004 RMK AO2,KCPT,KCPT,2012-05-09 19:20:00+00:00,CEN12CA286,PRIMARY,0.0,0 days 00:05:00
FAY,2012-02-17 18:53:00+00:00,62.0,39.0,42.51,310.0,6.0,,10.0,30.05,0.0,M,KFAY 171853Z AUTO 31006KT 10SM CLR 17/04 A3005 RMK AO2 SLP170 T01670039 TSNO,FAY,KFAY,2012-02-17 18:32:00+00:00,ERA12LA184,PRIMARY,0.0,0 days 00:21:00
MKC,2012-02-02 19:54:00+00:00,63.0,24.0,22.52,140.0,7.0,,10.0,30.18,0.0,M,KMKC 021954Z 14007KT 10SM CLR 17/M04 A3018 RMK AO2 SLP221 T01721044,MKC,KMKC,2012-02-02 20:12:00+00:00,CEN12FA151,PRIMARY,0.0,0 days 00:18:00
MKC,2012-02-02 13:54:00+00:00,33.0,28.0,81.5,0.0,0.0,,10.0,30.26,0.0,M,KMKC 021354Z 00000KT 10SM CLR 01/M02 A3026 RMK AO2 SLP250 T00061022,MKC,KMKC,2012-02-02 14:10:00+00:00,CEN12LA147,PRIMARY,0.0,0 days 00:16:00
DVT,2012-01-06 16:53:00+00:00,56.0,27.0,32.61,330.0,5.0,,10.0,30.08,,M,KDVT 061653Z 33005KT 10SM CLR 13/M03 A3008 RMK AO2 SLP176 T01331028,DVT,KDVT,2012-01-06 16:48:00+00:00,WPR12LA076,PRIMARY,0.0,0 days 00:05:00
LUK,2011-12-08 16:53:00+00:00,38.0,27.0,64.29,210.0,8.0,,10.0,30.33,,M,KLUK 081653Z 21008KT 10SM CLR 03/M03 A3033 RMK AO2 SLP275 T00331028,I69,LUK,2011-12-08 16:30:00+00:00,CEN12LA111,FALLBACK,9.73335137794744,0 days 00:23:00
FNT,2011-11-16 23:53:00+00:00,34.0,22.0,60.93,280.0,14.0,,10.0,30.02,,M,KFNT 162353Z 28014KT 10SM CLR 01/M06 A3002,FNT,KFNT,2011-11-26 14:00:00+00:00,DCA12WA019,PRIMARY,0.0,9 days 14:07:00
FNT,2011-11-16 10:53:00+00:00,42.0,37.0,82.17,290.0,9.0,,10.0,29.83,,M,KFNT 161053Z 29009KT 10SM CLR 06/03 A2983 RMK AO2 SLP104      T00560028,FNT,KFNT,2011-11-16 10:40:00+00:00,CEN12LA066,PRIMARY,0.0,0 days 00:13:00
EDDM,2011-11-03 11:20:00+00:00,41.0,41.0,100.0,70.0,10.0,,1.37,29.83,,BR,EDDM 031120Z 07010KT 2200 BR OVC003 05/05 Q1010 BECMG 3000 OVC005,EDDM,EDDM,2011-11-03 11:10:00+00:00,DCA12WA011,PRIMARY,0.0,0 days 00:10:00
LNC,2011-09-18 15:35:00+00:00,82.4,69.8,65.74,200.0,11.0,,10.0,30.04,,M,KLNC 181535Z AUTO 20011KT 10SM CLR 28/21 A3004 RMK AO2,LNC,KLNC,2011-09-18 15:40:00+00:00,CEN11LA658,PRIMARY,0.0,0 days 00:05:00
APF,2011-09-14 09:53:00+00:00,74.0,73.0,97.02,0.0,0.0,,8.0,29.9,,M,KAPF 140953Z 00000KT 8SM CLR 23/23 A2990 RMK AO2 SLP125      T02330228,APF,KAPF,2011-09-14 10:09:00+00:00,ERA11CA490,PRIMARY,0.0,0 days 00:16:00
W29,2011-09-05 19:08:00+00:00,82.4,69.8,65.74,160.0,10.0,,10.0,29.76,,M,KW29 051908Z AUTO 16010KT 10SM SCT100 28/21 A2976 RMK AO1,W29,KW29,2011-09-05 19:05:00+00:00,ERA11LA491,PRIMARY,0.0,0 days 00:03:00
PADL,2011-08-21 09:16:00+00:00,53.6,51.8,93.6,300.0,3.0,,10.0,29.2,,M,PADL 210916Z 30003KT 10SM SCT043 BKN050 OVC090 12/11 A2920 RMK AO1 PNO,PADL,PADL,2011-08-21 09:10:00+00:00,ANC11LA084,PRIMARY,0.0,0 days 00:06:00
HEF,2011-08-19 15:55:00+00:00,,,,0.0,0.0,,10.0,29.93,,M,KHEF 191555Z AUTO 00000KT 10SM CLR A2993 RMK AO1,HEF,KHEF,2011-08-19 15:55:00+00:00,ERA11LA466,PRIMARY,0.0,0 days 00:00:00
CPS,2011-08-17 17:53:00+00:00,86.0,68.0,55.04,180.0,5.0,,10.0,30.02,,M,KCPS 171753Z 18005KT 10SM CLR 30/20 A3002 RMK AO2 SLP160 T03000200 10306 20211 58009,H49,CPS,2011-08-17 17:45:00+00:00,CEN11LA596,FALLBACK,7.8694936538590685,0 days 00:08:00
PHD,2011-06-25 23:53:00+00:00,69.0,54.0,58.56,330.0,4.0,,10.0,29.99,,M,KPHD 252353Z AUTO 33004KT 10SM BKN060 21/12 A2999 RMK AO2 SLP154 T02060122 10233 20206 53016,KPHD,KPHD,2011-07-14 18:53:00+00:00,DCA11WA120,PRIMARY,0.0,18 days 19:00:00
PHD,2011-06-25 17:53:00+00:00,70.0,55.0,59.06,290.0,6.0,,10.0,29.91,,M,KPHD 251753Z AUTO 29006KT 10SM FEW035 OVC050 21/13 A2991 RMK AO2 SLP124 T02110128 10217 20167 50005,KPHD,KPHD,2011-06-25 17:50:00+00:00,CEN11LA426,PRIMARY,0.0,0 days 00:03:00
PATK,2011-05-17 13:53:00+00:00,32.0,28.0,85.12,,,,10.0,29.68,,M,PATK 171353Z AUTO 00000KT 10SM OVC100 00/M02 A2968 RMK AO2 SLP053 T00001022 TSNO,PATK,PATK,2011-05-17 13:57:00+00:00,ANC11CA032,PRIMARY,0.0,0 days 00:04:00
LAF,2011-03-04 23:54:00+00:00,54.0,50.0,86.41,180.0,8.0,,8.0,29.97,,M,KLAF 042354Z 18008KT 8SM OVC018 12/10 A2997 RMK AO2 SLP148 T01220100 10161 20122 58006,1I9,LAF,2011-03-08 15:30:00+00:00,CEN11WA691,FALLBACK,14.462337425856289,3 days 15:36:00
LAF,2011-03-04 19:31:00+00:00,60.8,46.4,59.01,210.0,14.0,21.0,10.0,30.01,,M,KLAF 041931Z 21014G21KT 10SM BKN027 OVC033 16/08 A3001 RMK AO2 PK WND 21028/1921,1I9,LAF,2011-03-04 19:30:00+00:00,CEN11LA219,FALLBACK,14.462337425856289,0 days 00:01:00
DNV,2011-02-07 11:25:00+00:00,28.22,25.7,90.13,330.0,8.0,,7.0,29.96,,M,KDNV 071125Z AUTO 33008KT 7SM OVC041 M02/M03 A2996 RMK AO2 T10211035,KDNV,KDNV,2011-02-07 11:30:00+00:00,CEN11LA178,PRIMARY,0.0,0 days 00:05:00
DAY,2011-01-31 22:56:00+00:00,25.0,12.0,57.33,50.0,8.0,,10.0,30.15,,M,KDAY 312256Z 05008KT 10SM OVC019 M04/M11 A3015 RMK AO2 SLP225 T10391111,KDAY,KDAY,2011-01-31 22:36:00+00:00,OPS11IA271,PRIMARY,0.0,0 days 00:20:00
PHX,2011-01-09 14:51:00+00:00,42.0,32.0,67.22,110.0,5.0,,10.0,29.93,,M,KPHX 091451Z 11005KT 10SM FEW100 SCT210 06/00 A2993 RMK AO2 SLP132 T00560000 53013 $,KPHX,KPHX,2011-01-09 15:00:00+00:00,WPR11FA093,PRIMARY,0.0,0 days 00:09:00
SPI,2011-01-06 11:52:00+00:00,31.0,25.0,78.35,300.0,8.0,,10.0,29.77,,M,KSPI 061152Z 30008KT 10SM OVC021 M01/M04 A2977 RMK AO2 SLP087 T10061039 10006 21028 58007,SPI,KSPI,2011-01-06 12:00:00+00:00,CEN11FA144,PRIMARY,0.0,0 days 00:08:00
DAL,2011-01-02 09:53:00+00:00,26.0,19.0,74.41,,,,10.0,30.37,,M,KDAL 020953Z 00000KT 10SM CLR M03/M07 A3037 RMK AO2 SLP285 T10331072,T31,DAL,2011-01-02 10:00:00+00:00,CEN11LA142,FALLBACK,22.70877379289701,0 days 00:07:00
PAMK,2010-12-22 11:43:00+00:00,-2.2,-5.8,84.17,,,,10.0,30.52,,M,PAMK 221143Z AUTO 10SM CLR M19/M21 A3052 RMK TSNO VIA AWOS PHONE,PAMK,PAMK,2010-12-22 10:50:00+00:00,ANC11LA006,PRIMARY,0.0,0 days 00:53:00
MLB,2010-11-10 11:53:00+00:00,50.0,47.0,89.17,280.0,4.0,,10.0,30.04,,M,KMLB 101153Z 28004KT 10SM CLR 10/08 A3004 RMK AO2 SLP171 T01000083 10122 20089 53014,COI,MLB,2010-11-10 12:00:00+00:00,ERA11LA063,FALLBACK,14.766814439921008,0 days 00:07:00
ABY,2010-10-01 16:53:00+00:00,81.0,50.0,34.01,,5.0,,10.0,29.84,,M,KABY 011653Z VRB05KT 10SM CLR 27/10 A2984 RMK AO2 SLP104 T02720100,,ABY,2010-10-01 16:30:00+00:00,ERA11LA011,FALLBACK,28.391757594858305,0 days 00:23:00
SFF,2010-09-30 15:53:00+00:00,57.0,47.0,68.95,0.0,0.0,,10.0,30.03,,M,KSFF 301553Z 00000KT 10SM CLR 14/08 A3003 RMK AO2 SLP166 T01390083,SFF,KSFF,2010-09-30 15:55:00+00:00,WPR10LA479,PRIMARY,0.0,0 days 00:02:00
11R,2010-09-10 12:44:00+00:00,77.0,75.2,94.19,180.0,4.0,,3.0,29.89,,BR,K11R 101244Z AUTO 18004KT 3SM BR OVC004 25/24 A2989 RMK AO2,11R,K11R,2010-09-10 12:52:00+00:00,CEN10IA535,PRIMARY,0.0,0 days 00:08:00
CDJ,2010-08-15 12:56:00+00:00,73.0,63.0,70.68,,6.0,,,30.06,,M,KCDJ 151256Z AUTO VRB06KT 23/17 A3006 RMK AO2 SLP166 T02280172 PWINO TSNO,TRX,CDJ,2010-08-15 13:20:00+00:00,CEN10CA481,FALLBACK,15.84876163675673,0 days 00:24:00
BDN,2010-08-08 09:55:00+00:00,51.8,46.4,81.74,220.0,4.0,,10.0,29.98,,M,KBDN 080955Z AUTO 22004KT 10SM CLR 11/08 A2998 RMK AO2,BDN,KBDN,2010-08-08 09:58:00+00:00,WPR10FA388,PRIMARY,0.0,0 days 00:03:00
BMQ,2010-08-02 08:53:00+00:00,74.0,63.0,68.57,0.0,0.0,,10.0,30.0,,M,KBMQ 020853Z AUTO 00000KT 10SM CLR 23/17 A3000 RMK AO2 SLP136 T02330172 $,BMQ,KBMQ,2010-08-02 08:30:00+00:00,CEN10LA457,PRIMARY,0.0,0 days 00:23:00
WAL,2010-07-17 14:54:00+00:00,89.0,71.0,55.46,280.0,5.0,,10.0,29.98,,M,KWAL 171454Z AUTO 28005KT 10SM CLR 32/22 A2998 RMK AO2 SLP148 T03170217 58001 TSNO,W41,WAL,2010-07-17 15:00:00+00:00,ERA10LA375,FALLBACK,17.571140249693965,0 days 00:06:00
SPW,2010-06-21 08:53:00+00:00,67.0,62.0,84.38,40.0,9.0,,10.0,29.96,,M,KSPW 210853Z AUTO 04009KT 10SM CLR 19/17 A2996 RMK AO2 SLP138 60003 T01940167 55038 $,SLB,SPW,2010-06-21 08:25:00+00:00,CEN10LA335,FALLBACK,34.30919552853656,0 days 00:28:00
BOI,2010-05-14 23:53:00+00:00,73.0,26.0,17.28,0.0,0.0,,10.0,30.02,,M,KBOI 142353Z 00000KT 10SM CLR 23/M03 A3002 RMK AO2 SLP150 T02281033 10239 20200 56015,28U,BOI,2010-05-20 19:35:00+00:00,ERA10WA514,FALLBACK,19.92922442908252,5 days 19:42:00
BOI,2010-05-14 17:53:00+00:00,68.0,36.0,30.64,150.0,6.0,,10.0,30.11,,M,KBOI 141753Z 15006KT 10SM CLR 20/02 A3011 RMK AO2 SLP180 T02000022 10200 20083 58000,28U,BOI,2010-05-14 17:30:00+00:00,WPR10LA241,FALLBACK,19.92922442908252,0 days 00:23:00
FUL,2010-04-19 15:53:00+00:00,63.0,52.0,67.34,,3.0,,8.0,29.95,,M,KFUL 191553Z VRB03KT 8SM BKN022 BKN100 17/11 A2995 RMK AO2 SLP142 T01720111,FUL,KFUL,2010-04-19 16:00:00+00:00,WPR10TA213,PRIMARY,0.0,0 days 00:07:00
PKB,2010-04-16 14:53:00+00:00,71.0,51.0,49.23,260.0,10.0,18.0,8.0,30.05,,M,KPKB 161453Z 26010G18KT 8SM SCT110 22/11 A3005 RMK AO2 SLP170 60000 T02170106 58020,PKB,KPKB,2010-04-16 15:20:00+00:00,ERA10LA237,PRIMARY,0.0,0 days 00:27:00
PTK,2010-04-03 08:53:00+00:00,59.0,42.0,53.36,130.0,5.0,,10.0,29.78,,M,KPTK 030853Z 13005KT 10SM SCT140 OVC250 15/06 A2978 RMK AO2 SLP080 T01500056 58013,Y47,PTK,2010-04-03 08:30:00+00:00,CEN10CA190,FALLBACK,13.46934269890212,0 days 00:23:00
RJOI,2010-03-18 02:00:00+00:00,43.0,37.0,79.19,330.0,4.0,,3.73,30.04,0.01,-SHRA BR,RJOI 180200Z 33004KT 6000 -SHRA BR FEW010 BKN035 OVC060 06/03 A3004 RMK SLP173 P0001 T00610028,,RJOI,2010-03-18 01:48:00+00:00,DCA10WA047,FALLBACK,5712.197557633674,0 days 00:12:00
AMA,2010-02-04 23:53:00+00:00,33.0,32.0,95.67,190.0,7.0,,1.25,29.8,0.0,BR,KAMA 042353Z 19007KT 1 1/4SM BR OVC002 01/00 A2980 RMK AO2 SLP102 T00060000 10006 21011 55004,KAMA,KAMA,2010-02-08 05:00:00+00:00,DCA10WA037,PRIMARY,0.0,3 days 05:07:00
AMA,2010-02-04 03:14:00+00:00,30.2,30.2,100.0,110.0,11.0,,2.0,29.94,0.01,-SN BR,KAMA 040314Z 11011KT 2SM -SN BR SCT005 BKN009 OVC022 M01/M01 A2994 RMK AO2 SFC VIS 3 P0001,KAMA,KAMA,2010-02-04 03:15:00+00:00,CEN10LA117,PRIMARY,0.0,0 days 00:01:00
AUO,2010-01-06 23:55:00+00:00,35.6,6.8,29.47,300.0,8.0,,10.0,30.18,,M,KAUO 062355Z 30008KT 10SM CLR 02/M14 A3018 RMK AO1 10060 20020 52007,AUO,KAUO,2010-01-19 05:00:00+00:00,DCA10WA026,PRIMARY,0.0,12 days 05:05:00
AUO,2010-01-06 17:55:00+00:00,37.4,10.4,32.27,300.0,9.0,,10.0,30.2,,M,KAUO 061755Z AUTO 30009KT 10SM CLR 03/M12 A3020 RMK AO1 10030 21080 57010,AUO,KAUO,2010-01-06 17:46:00+00:00,ERA10LA110,PRIMARY,0.0,0 days 00:09:00
SME,2010-01-02 16:15:00+00:00,17.6,12.2,79.0,300.0,6.0,,5.0,30.39,,-SN,KSME 021615Z AUTO 30006KT 5SM -SN BKN020 OVC027 M08/M11 A3039 RMK AO2,SME,KSME,2010-01-02 16:21:00+00:00,ERA10LA103,PRIMARY,0.0,0 days 00:06:00
NEN,2009-11-07 15:56:00+00:00,74.0,58.0,57.37,80.0,9.0,,10.0,30.29,0.0,M,KNEN 071556Z 08009KT 10SM FEW032 23/14 A3029 RMK AO2 SLP321 T02330144 IEM_GHCNH,KHEG,NEN,2009-11-07 15:30:00+00:00,ERA10CA054,FALLBACK,5.675128327551506,0 days 00:26:00
VAY,2009-08-18 14:54:00+00:00,84.0,71.0,65.13,,3.0,,10.0,30.09,,M,KVAY 181454Z AUTO VRB03KT 10SM CLR 29/22 A3009 RMK AO2 SLP190 T02890217 56004,VAY,KVAY,2009-08-18 14:50:00+00:00,ERA09LA468,PRIMARY,0.0,0 days 00:04:00
VAY,2009-08-18 00:54:00+00:00,79.0,68.0,69.11,0.0,0.0,,10.0,30.13,,M,KVAY 180054Z AUTO 00000KT 10SM CLR 26/20 A3013 RMK AO2 SLP201 T02610200,VAY,KVAY,2009-07-01 22:15:00+00:00,CEN09CA411,PRIMARY,0.0,47 days 02:39:00
ASE,2009-02-04 12:53:00+00:00,9.0,2.0,72.56,180.0,5.0,,10.0,30.42,,M,KASE 041253Z 18005KT 10SM BKN100 M13/M17 A3042 RMK AO2 SLP332 T11281167 FZRANO,ASE,KASE,2009-02-04 13:19:00+00:00,CEN09IA153,PRIMARY,0.0,0 days 00:26:00
JHW,2008-12-21 01:55:00+00:00,12.2,8.6,85.17,0.0,0.0,,10.0,29.85,,M,METAR KJHW 210155Z 00000KT 10SM CLR M11/M13 A2985 RMK AO1,JHW,KJHW,2008-12-21 02:00:00+00:00,ERA09LA282,PRIMARY,0.0,0 days 00:05:00
MFI,2008-11-23 00:54:00+00:00,20.0,13.0,73.77,170.0,5.0,,10.0,30.26,,M,M,MFI,KMFI,2008-11-23 00:09:00+00:00,CEN09FA070,PRIMARY,0.0,0 days 00:45:00
ORD,2008-07-06 13:51:00+00:00,75.0,60.0,59.72,210.0,8.0,,10.0,29.99,,M,KORD 061351Z 21008KT 10SM FEW250 24/16 A2999 RMK AO2 SLP151 T02390156,,ORD,2008-07-06 14:00:00+00:00,CHI08CA181,FALLBACK,7.76612794412289,0 days 00:09:00
CPR,2008-04-19 08:53:00+00:00,39.0,22.0,49.93,220.0,7.0,,10.0,29.83,,M,KCPR 190853Z AUTO 22007KT 10SM CLR 04/M06 A2983 RMK AO2 SLP069 T00391056 50001 $,CPR,KCPR,2008-04-19 08:30:00+00:00,LAX08CA119,PRIMARY,0.0,0 days 00:23:00
BKV,2008-03-21 11:53:00+00:00,45.0,43.0,92.72,0.0,0.0,,10.0,30.23,,M,METAR KBKV 211153Z AUTO 00000KT 10SM CLR 07/06 A3023 RMK AO2 SLP237 T00720061 10111 20061 53013,X40,BKV,2008-03-21 12:00:00+00:00,NYC08CA190,FALLBACK,21.210532009523813,0 days 00:07:00
FVE,2008-01-03 08:53:00+00:00,-7.0,-13.0,74.6,320.0,17.0,25.0,8.0,30.09,,M,KFVE 030853Z AUTO 32017G25KT 8SM CLR M22/M25 A3009 RMK AO2 PK WND 32027/0809 SLP217 60000 T12171250 51016,,FVE,2008-01-03 08:45:00+00:00,DCA08WA024,FALLBACK,2665.2946343398166,0 days 00:08:00
GPM,2007-06-22 10:25:00+00:00,73.4,69.8,88.51,0.0,0.0,,10.0,30.04,,M,METAR KGPM 221025Z AUTO 00000KT 10SM CLR 23/21 A3004 RMK AO1,GPM,KGPM,2007-06-22 10:23:00+00:00,DFW07CA145,PRIMARY,0.0,0 days 00:02:00
FPK,2007-04-11 03:59:00+00:00,35.6,24.8,64.46,90.0,5.0,,10.0,30.01,,M,METAR KFPK 110359Z AUTO 09005KT 10SM CLR 02/M04 A3001 RMK AO2,FPK,KFPK,2007-04-11 04:00:00+00:00,CHI07CA100,PRIMARY,0.0,0 days 00:01:00
CDC,2007-01-16 12:53:00+00:00,-8.0,-12.0,82.26,150.0,3.0,,10.0,30.4,,M,KCDC 161253Z AUTO 15003KT 10SM CLR M22/M24 A3040 RMK AO2 SLP407 T12221244 $,1L9,CDC,2007-01-16 12:55:00+00:00,SEA07IA058,FALLBACK,16.177618366789552,0 days 00:02:00
CAG,2006-11-30 09:53:00+00:00,-21.0,-26.0,76.62,0.0,0.0,,6.0,30.39,,HZ,KCAG 300953Z AUTO 00000KT 6SM HZ CLR M29/M32 A3039 RMK AO2 SLP434 T12941322 FZRANO,SBS,CAG,2006-11-30 09:50:00+00:00,DEN07LA030,FALLBACK,30.06559000046422,0 days 00:03:00
MSO,2006-11-25 16:53:00+00:00,35.0,25.0,66.36,0.0,0.0,,10.0,29.83,,M,KMSO 251653Z 00000KT 10SM BKN080 02/M04 A2983 RMK AO2 SLP124 T00171039,MSO,KMSO,2006-11-25 16:38:00+00:00,SEA07LA024,PRIMARY,0.0,0 days 00:15:00
APF,2006-09-22 12:53:00+00:00,81.0,78.0,90.98,80.0,6.0,,10.0,30.04,,M,METAR KAPF 221253Z 08006KT 10SM FEW085 27/26 A3004 RMK AO2 SLP171 T02720256,APF,KAPF,2006-09-22 13:20:00+00:00,SEA06CA187,PRIMARY,0.0,0 days 00:27:00
PIH,2006-09-16 13:53:00+00:00,39.0,31.0,72.46,220.0,22.0,30.0,10.0,29.92,,M,KPIH 161353Z 22022G30KT 10SM BKN025 04/M01 A2992 RMK AO2 PK WND 23030/1347 SLP128 T00391006 $,2U4,PIH,2006-09-16 14:00:00+00:00,SEA06CA192,FALLBACK,16.342449602531598,0 days 00:07:00
ARR,2006-05-07 13:53:00+00:00,56.0,39.0,52.91,190.0,4.0,,10.0,30.06,,M,KARR 071353Z 19004KT 10SM CLR 13/04 A3006 RMK AO2 SLP180 T01330039 $,ARR,KARR,2006-05-07 13:48:00+00:00,CHI06CA126,PRIMARY,0.0,0 days 00:05:00
MSN,2006-04-28 09:53:00+00:00,35.0,22.0,58.37,0.0,0.0,,10.0,30.19,0.0,M,KMSN 280953Z 00000KT 10SM CLR 02/M06 A3019 RMK AO2 SLP226 T00171056,MSN,KMSN,2006-04-28 09:45:00+00:00,CHI06CA122,PRIMARY,0.0,0 days 00:08:00
TVL,2005-12-07 10:53:00+00:00,24.0,20.0,83.96,210.0,3.0,,10.0,30.15,,M,KTVL 071053Z AUTO 21003KT 10SM SCT110 M04/M07 A3015 RMK AO2 SLP208 T10441067,MEV,TVL,2005-12-07 10:30:00+00:00,LAX06CA047,FALLBACK,13.006252249357953,0 days 00:23:00
BAF,2005-03-19 23:53:00+00:00,40.0,10.0,28.78,340.0,4.0,,10.0,30.12,,M,METAR KBAF 192353Z 34004KT 10SM CLR 04/M12 A3012 RMK AO2 SLP205 60000 T00441122 10089 20039 53012,7B2,BAF,2005-04-17 19:30:00+00:00,ANC05CA060,FALLBACK,11.04226820219012,28 days 19:37:00
BAF,2005-03-19 14:53:00+00:00,38.0,15.0,38.84,40.0,7.0,,10.0,30.15,,M,METAR KBAF 191453Z 04007KT 10SM CLR 03/M09 A3015 RMK AO2 SLP216 T00331094 58005,7B2,BAF,2005-03-19 15:00:00+00:00,IAD05LA049,FALLBACK,11.04226820219012,0 days 00:07:00
FLG,2005-03-15 14:56:00+00:00,22.0,1.0,39.57,40.0,18.0,23.0,10.0,29.98,,M,KFLG 151456Z 04018G23KT 10SM CLR M06/M17 A2998 RMK AO2 SLP162 T10561172 53007,FLG,KFLG,2005-03-15 15:10:00+00:00,LAX05LA116,PRIMARY,0.0,0 days 00:14:00
EYE,2005-02-10 15:46:00+00:00,28.4,17.6,63.51,0.0,0.0,,10.0,30.16,,M,KEYE 101546Z AUTO 00000KT 10SM OVC027 M02/M08 A3016 RMK AO2,EYE,KEYE,2005-02-10 15:46:00+00:00,CHI05CA072,PRIMARY,0.0,0 days 00:00:00
OJC,2005-01-21 10:45:00+00:00,30.2,30.2,100.0,80.0,9.0,,1.25,30.03,,BR,KOJC 211045Z AUTO 08009KT 1 1/4SM BR OVC001 M01/M01 A3003 RMK AO2,,OJC,2005-01-21 10:43:00+00:00,CHI05FA056,FALLBACK,1.4954023130779346,0 days 00:02:00
MIE,2005-01-19 13:53:00+00:00,29.0,24.0,81.8,250.0,13.0,,6.0,29.93,,HZ,KMIE 191353Z 25013KT 6SM HZ BKN022 OVC026 M02/M04 A2993 RMK AO2 PK WND 25026/1313 SNB04E44 SLP143 P0000 T10171044,,MIE,2005-01-19 14:15:00+00:00,CHI05CA057,FALLBACK,0.4745684090432007,0 days 00:22:00
DRO,2004-09-06 09:53:00+00:00,43.0,41.0,92.65,0.0,0.0,,10.0,30.31,,M,KDRO 060953Z AUTO 00000KT 10SM CLR 06/05 A3031 RMK AO2 SLP212 T00610050,2V1,DRO,2004-09-06 10:10:00+00:00,DEN04FA134,FALLBACK,34.63562499194856,0 days 00:17:00
SMN,2004-08-21 09:55:00+00:00,53.6,44.6,71.45,0.0,0.0,,10.0,30.01,,M,KSMN 210955Z AUTO 00000KT 10SM CLR 12/07 A3001 RMK AO1,SMN,KSMN,2004-08-21 10:00:00+00:00,SEA04LA172,PRIMARY,0.0,0 days 00:05:00
AWO,2004-07-09 12:35:00+00:00,50.0,46.4,87.37,0.0,0.0,,10.0,29.95,,M,METAR KAWO 091235Z AUTO 00000KT 10SM CLR 10/08 A2995 RMK AO1,AWO,KAWO,2004-07-09 12:30:00+00:00,SEA04LA130,PRIMARY,0.0,0 days 00:05:00
AWO,2004-07-09 00:15:00+00:00,64.4,50.0,59.5,320.0,8.0,,10.0,29.98,,M,METAR KAWO 090015Z AUTO 32008KT 10SM CLR 18/10 A2998 RMK AO1,AWO,KAWO,2004-03-10 12:45:00+00:00,NYC04CA085,PRIMARY,0.0,120 days 11:30:00
SPB,2003-06-19 16:53:00+00:00,57.0,48.0,71.81,120.0,4.0,,10.0,29.93,,M,KSPB 191653Z AUTO 12004KT 10SM FEW027 OVC050 14/09 A2993 RMK AO2 SLP134 T01390089,WA71,SPB,2003-06-19 17:20:00+00:00,SEA03CA112,FALLBACK,9.425092032708305,0 days 00:27:00
ANB,2002-11-02 16:53:00+00:00,51.0,31.0,45.81,,3.0,,10.0,30.28,,M,KANB 021653Z VRB03KT 10SM CLR 11/M01 A3028 RMK AO2 SLP259 T01061006,PLR,ANB,2002-11-02 16:30:00+00:00,MIA03LA010,FALLBACK,20.11839266942248,0 days 00:23:00
VLD,2002-05-15 16:53:00+00:00,79.0,48.0,33.7,130.0,9.0,,10.0,30.2,,M,KVLD 151653Z 13009KT 10SM SCT150 BKN200 26/09 A3020 RMK AO2 SLP234 T02610089,VLD,KVLD,2002-05-15 17:12:00+00:00,MIA02LA120,PRIMARY,0.0,0 days 00:19:00
DAB,2002-04-02 14:53:00+00:00,78.0,71.0,79.05,,3.0,,10.0,30.05,,M,METAR KDAB 021453Z VRB03KT 10SM FEW015 26/22 A3005 RMK AO2 SLP174 T02560217 51009,78FL,DAB,2002-04-02 14:30:00+00:00,MIA02LA076,FALLBACK,33.049079471679384,0 days 00:23:00
DAB,2002-04-02 00:53:00+00:00,70.0,66.0,87.26,60.0,8.0,,10.0,30.0,,M,METAR KDAB 020053Z 06008KT 10SM FEW055 21/19 A3000 RMK AO2 SLP160 T02110189,78FL,DAB,2001-03-04 12:15:00+00:00,MIA01LA092,FALLBACK,33.049079471679384,393 days 12:38:00
MGJ,1999-05-30 15:54:00+00:00,80.0,54.0,40.54,0.0,0.0,,10.0,30.21,,M,METAR KMGJ 301554Z AUTO 00000KT 10SM CLR 27/12 A3021 RMK AO2 SLP228 T02670122 TSNO,MGJ,KMGJ,1999-05-30 15:46:00+00:00,NYC99FA126,PRIMARY,0.0,0 days 00:08:00
CAE,1999-02-21 16:56:00+00:00,43.0,29.0,57.35,,5.0,,10.0,30.04,,M,KCAE 211656Z VRB05KT 10SM BKN035 BKN060 06/M02 A3004 RMK AO2 SLP173 T00611017,6JO,CAE,1999-02-21 17:25:00+00:00,MIA99LA090,FALLBACK,11.4814389402365,0 days 00:29:00
EFD,1998-09-11 23:50:00+00:00,78.8,78.8,100.0,130.0,23.33,38.88,3.0,29.5,,RA,METAR KEFD 112350Z 13012G20 3SM RA BKN005 OVC018 26/26 A2950,EFD,KEFD,1998-10-25 15:00:00+00:00,MIA99LA014,PRIMARY,0.0,43 days 15:10:00
EFD,1998-09-11 06:50:00+00:00,75.2,75.2,100.0,70.0,,62.2,4.0,29.6,,RA BR,METAR KEFD 110650Z 070166G32 4SM RA BR SCT001 BKN007 OVC011 24/24 A2960,EFD,KEFD,1998-09-11 06:24:00+00:00,FTW98FA380,PRIMARY,0.0,0 days 00:26:00
