"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"ERA14LA005","ACC","88243","2013-10-19T11:57:00Z","Punta Gorda","Florida","United States","","N53CG","FALSE","DirectorBrief","2015-02-04T05:00:00Z","None","0","0","0","The pilot’s loss of directional control during landing. Contributing to the accident was the pilot’s decision to operate the airplane with known ergonomic restrictions due to his size.","","26.918888","-81.990837","AEROTEK","PITTS S 1T","AIR","PGD","Punta Gorda","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88243","12/30/2014 2:09:00 PM",
"CEN14WA083","ACC","88546","2013-10-04T12:50:00Z","Stockholm, Sweden","","Sweden","","SE-FLS","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","ROCKWELL","COMMANDER","AIR","","","FALSE","","","","","Substantial","","","N/A","FALSE","","",
"CEN13WA560","ACC","88131","2013-09-20T17:03:00Z","Dublin","","Ireland","","EI-BUN","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","53.352222","-6.488333","BEECH","76 - NO SERIES","AIR","EIWT","Weston Airfield","FALSE","","","","NUSN","Minor","","National Flight Centre","N/A","FALSE","","",
"ERA13LA409","ACC","88015","2013-09-08T10:30:00Z","Doylestown","Pennsylvania","United States","","N57JK","FALSE","DirectorBrief","2014-02-03T05:00:00Z","None","0","0","0","A leaking parking brake valve, which allowed air to enter the left brake line and resulted in the eventual failure of the left wheel brake during the landing roll.","","40.333057","-75.122222","PIPER","PA-31P","AIR","DYL","Doylestown Airport","FALSE","2","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88015","10/30/2013 8:47:00 PM",
"ERA13LA418","ACC","88068","2013-09-07T11:10:00Z","Louisa","Virginia","United States","","N9433","FALSE","DirectorBrief","2014-08-14T04:00:00Z","None","0","0","0","Maintenance personnel’s improper service, adjustment, and inspection of the brakes, which resulted in a runway excursion and subsequent noseover.","","38.009723","-77.970275","FLEET","7","AIR","LKU","LOUISA COUNTY/FREEMAN FIELD","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88068","3/14/2014 3:24:00 PM",
"CEN13LA503","ACC","87858","2013-08-24T14:45:00Z","Concord","Wisconsin","United States","","N5131D","FALSE","DirectorBrief","2013-12-05T05:00:00Z","Minor","0","0","1","The pilot's failure to properly plan for a maximum performance takeoff by not fully addressing the elevated density altitude or the nonstandard runway surface conditions and his failure to properly configure the airplane's flap setting for the accident takeoff.","","43.169723","-88.723052","CESSNA","182A","AIR","PVT","Private","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87858","9/25/2013 1:53:00 PM",
"CEN13LA497","ACC","87825","2013-08-20T14:00:00Z","Zanesville","Ohio","United States","","N727Y","FALSE","DirectorBrief","2015-01-14T05:00:00Z","None","0","0","0","The pilot’s loss of directional control during landing.","","40.006942","-82.012222","PERTH AMBOY","BIRD BK","AIR","42I","Parr Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87825","12/16/2014 12:22:00 PM",
"WPR13CA362","ACC","87704","2013-08-01T07:20:00Z","West Yellowstone","Montana","United States","","N926BW","FALSE","DirectorBrief","2013-09-05T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the takeoff roll, which resulted in a runway excursion and a collision with an approach slope indicator system component.","","44.521667","-111.1175","BELLANCA","7GCBC","AIR","KWYS","West Yellowstone","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87704","8/22/2013 5:52:00 PM",
"ERA13LA343","ACC","87622","2013-07-27T10:30:00Z","Willimantic","Connecticut","United States","","N9388B","FALSE","DirectorBrief","2013-12-02T05:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing roll, which resulted in a ground loop.","","41.739723","-72.173889","CESSNA","175","AIR","IJD","Windham Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=87622","8/26/2013 3:07:00 PM",
"CEN13CA279","ACC","86901","2013-05-13T18:00:00Z","Meriden","Kansas","United States","","N1818J","FALSE","DirectorBrief","2013-07-23T04:00:00Z","None","0","0","0","The pilot electing to land at an airport with a runway environment that precluded a go-around with the tailwind weather conditions present which resulted in a runway excursion during the landing.","","39.158332","-95.591667","PIPER","PA-28-140","AIR","81KS","Blackhawk Airport","FALSE","1","","PERS","091","Substantial","VMC","DAVEY RICHARD A","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86901","6/14/2013 6:15:00 PM",
"DCA13CA088","ACC","86862","2013-05-10T12:24:00Z","Cocoa Beach","Florida","United States","","CBP113","FALSE","DirectorBrief","2014-02-26T05:00:00Z","None","0","0","0","an improper flare leading to a nose-wheel first touchdown, which resulted in a pilot induced oscillation (PIO).  The PIO caused the UAS to pitch up abruptly on the third nose gear contact with the runway, resulting in the separation of the nose wheel assembly from the landing gear strut.","","28.4675","-80.566665","GENERAL ATOMICS","MQ-9","UNMANNED","XMR","Patrick AFB Skid Strip","FALSE","1","","PUBF","PUBU","Substantial","VMC","Customs and Border Protection","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86862","1/31/2014 1:30:00 PM",
"CEN13LA261","ACC","86833","2013-05-06T11:40:00Z","Staples","Minnesota","United States","","N161KT","FALSE","DirectorBrief","2013-12-11T05:00:00Z","None","0","0","0","The pilot’s misjudged landing flare, which resulted in a porpoised landing.","","46.380832","-94.806663","Cirrus Design Corporation","SR20","AIR","KSAZ","Staples Municipal Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86833","7/31/2013 7:04:00 PM",
"WPR13LA210","ACC","86749","2013-04-28T19:59:00Z","Bryce","Utah","United States","","N2589U","FALSE","DirectorBrief","2015-08-11T04:00:00Z","None","0","0","0","The pilot's failure to establish the minimum liftoff speed during takeoff with the airplane over its maximum gross weight, which resulted in the airplane’s failure to climb and a subsequent loss of directional control and a runway excursion.","","37.70639","-112.145835","PIPER","PA46-500TP","AIR","BCE","Bryce Canyon","FALSE","1","","PERS","091","Substantial","VMC","Richard Alden","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86749","6/26/2015 3:55:00 PM",
"CEN13LA243","ACC","86752","2013-04-28T09:50:00Z","Albuquerque","New Mexico","United States","","N4420C","FALSE","DirectorBrief","2013-08-13T04:00:00Z","Minor","0","0","2","The pilot’s failure to maintain directional control during the landing roll.","","35.145278","-106.79528","CESSNA","195B","AIR","KAEG","Double Eagle II Airport","FALSE","1","","PERS","091","Substantial","VMC","Ronald S. Harmon","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86752","6/14/2013 3:16:00 PM",
"CEN13IA270","INC","86858","2013-04-24T17:20:00Z","Clearwater","Florida","United States","","N139SL","FALSE","DirectorBrief","2014-03-24T04:00:00Z","None","0","0","0","The failure of the nose landing gear steering manifold during landing, which resulted in an uncommanded and uncontrollable right turn, and the overhaul facility’s improper overhaul of the nose landing gear steering manifold.","","27.905","-82.687225","PIAGGIO","P180","AIR","KPIE","St Petersburg-Clearwater Inter","FALSE","2","","BUS","091","Minor","VMC","AVANTAIR INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86858","1/31/2014 5:23:00 PM",
"WPR13CA162","ACC","86502","2013-03-19T12:48:00Z","Mesa","Arizona","United States","","N47964","FALSE","DirectorBrief","2013-07-18T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing roll.","","33.45639","-111.723609","BOEING","B75N1","AIR","FFZ","Falcon Field Airport","FALSE","1","","PERS","091","Substantial","VMC","Arizona Wing Commemorative Air Force","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86502","5/7/2013 1:56:00 PM",
"CEN13LA188","ACC","86395","2013-03-07T16:30:00Z","Olathe","Kansas","United States","","N715BB","FALSE","DirectorBrief","2013-12-11T05:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during takeoff, which resulted in a runway excursion.","","38.847499","-94.737503","PIPER","PA 46-350P","AIR","KOJC","Johnson County Executive","FALSE","1","","PERS","091","Substantial","VMC","JOHNSON COUNTY AVIATION GROUP LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86395","9/6/2013 4:27:00 PM",
"CEN13IA177","INC","86304","2013-02-21T10:30:00Z","Indianapolis","Indiana","United States","","N613TX","FALSE","DirectorBrief","2013-12-11T05:00:00Z","None","0","0","0","The pilots' failure to verify landing gear extension before landing.","","39.830833","-86.294441","TTX Air LLC","Lancair","AIR","EYE","Eagle Creek","TRUE","1","","INST","091","Minor","VMC","TTX Air, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86304","7/31/2013 6:06:00 PM",
"WPR13LA112","ACC","86126","2013-02-02T15:00:00Z","Camarillo","California","United States","","N342FS","FALSE","DirectorBrief","2015-08-25T04:00:00Z","None","0","0","0","A tailwheel vibration upon touchdown and the subsequent loss of directional control for reasons that could not be determined because postaccident examination revealed no mechanical malfunctions or failures that would have precluded normal operation.","","34.21389","-119.094444","CESSNA","305A","AIR","CMA","Camarillo","FALSE","1","","PERS","091","Substantial","VMC","Stanley Shaw","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86126","7/15/2015 12:01:00 PM",
"CEN13FA038","ACC","85480","2012-10-31T09:30:00Z","Boyne City","Michigan","United States","","N401WS","FALSE","DirectorBrief","2014-08-28T04:00:00Z","None","0","0","0","The select/bypass valve's failure to seal correctly because of improper shimming, which resulted in an uncommanded and uncontrollable left turn during landing. Contributing to the accident was the overhaul facility's improper overhaul of the steering manifold.","","45.208889","-84.989997","PIAGGIO","P180","AIR","N98","Boyne City Municipal Airport","FALSE","2","","POSI","091","Substantial","IMC","Flagship Private Air, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85480","8/7/2014 4:55:00 PM",
"CEN12LA668","ACC","85219","2012-09-20T12:15:00Z","Pagosa Springs","Colorado","United States","","N140RV","FALSE","DirectorBrief","2014-01-13T05:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control of the airplane during the landing roll. Contributing to the accident was the pilot’s lack of landing experience at high density altitudes.","","37.286388","-107.055831","THOMPSON","RV-6","AIR","PSO","Stevens Field Airport","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85219","11/18/2013 7:36:00 PM",
"WPR12CA368","ACC","84791","2012-08-21T14:15:00Z","McMinnville","Oregon","United States","","N8154N","FALSE","DirectorBrief","2012-12-05T05:00:00Z","None","0","0","0","The pilot’s loss of directional control during the takeoff roll, which resulted in a runway excursion.","","45.194442","-123.136108","PIPER","PA-28-140","AIR","MMV","McMinnville Municipal Airport","FALSE","1","","PERS","091","Substantial","VMC","PACIFIC FLYERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84791","9/25/2012 6:03:00 PM",
"CEN12LA471","ACC","84423","2012-07-21T11:20:00Z","Augusta","Kansas","United States","","N4749A","FALSE","DirectorBrief","2012-10-09T04:00:00Z","Minor","0","0","2","The loss of brake effectiveness on landing roll for reasons that could not be determined because a postaccident brake system examination did not reveal any anomalies, which resulted in a runway excursion.","","37.671665","-97.077774","PIPER","PA-22-150","AIR","3AU","Augusta Municipal","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84423","8/24/2012 3:47:00 PM",
"CEN12LA485","ACC","84472","2012-07-19T11:09:00Z","Englewood","Colorado","United States","","N2609W","FALSE","DirectorBrief","2013-02-14T05:00:00Z","None","0","0","0","The pilot's loss of directional control during landing.","","39.570278","-104.849441","MOONEY","M20E","AIR","APA","Centennial","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84472","12/19/2012 8:55:00 PM",
"CEN12IA451","INC","84354","2012-07-16T18:55:00Z","Marysville","Ohio","United States","","N566FD","FALSE","DirectorBrief","2013-08-13T04:00:00Z","None","0","0","0","Fatigue failure of the left main wheel assembly on takeoff, which resulted in a loss of directional control and runway excursion.","","40.224723","-83.351669","FLIGHT DESIGN GMBH","CTLS","AIR","MRT","Union County","FALSE","1","","INST","091","Minor","VMC","New Flyers Association","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84354","7/22/2013 1:32:00 PM",
"CEN12CA450","ACC","84352","2012-07-14T12:30:00Z","Camdenton","Missouri","United States","","N3092B","FALSE","DirectorBrief","2012-10-09T04:00:00Z","None","0","0","0","The pilot's loss of directional control on landing, which resulted in a runway excursion.","","37.973888","-92.691108","CESSNA","195B","AIR","H21","Camdenton Memorial","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84352","8/13/2012 2:32:00 PM",
"WPR12LA272","ACC","84048","2012-06-20T19:00:00Z","Jackson","California","United States","","N524CC","FALSE","DirectorBrief","2013-02-14T05:00:00Z","None","0","0","0","The student pilot's loss of directional control during landing, which resulted in a runway excursion.","","38.376667","-120.793891","CESSNA","150F","AIR","JAQ","Westover Field/Amador County","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84048","12/19/2012 5:49:00 PM",
"CEN12LA379","ACC","84017","2012-06-17T15:00:00Z","Lakeview","Arkansas","United States","","N3094P","FALSE","DirectorBrief","2012-09-13T04:00:00Z","None","0","0","0","The pilot's improper flare and recovery from a bounced landing.","","36.349166","-92.555831","Consolidated Aeronautics, Inc.","Lake LA-4-200","AIR","3M0","Gastons Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84017","7/6/2012 6:26:00 PM",
"WPR12LA262","ACC","83962","2012-06-08T10:15:00Z","Smith Valley","Nevada","United States","","N1875N","FALSE","DirectorBrief","2013-02-14T05:00:00Z","None","0","0","0","The failure of the right main landing gear strut due to corrosion-induced fatigue, which resulted in a runway excursion.","","38.833332","-119.395553","CESSNA","120","AIR","NV33","Smith Valley","FALSE","1","","PERS","091","Substantial","VMC","Valley View Flyers LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=83962","12/19/2012 4:22:00 PM",
"CEN12CA286","ACC","83596","2012-05-09T19:20:00Z","Cleburne","Texas","United States","","N727TA","FALSE","DirectorBrief","2012-08-07T04:00:00Z","None","0","0","0","The pilot's inadvertent selection of flap 0 degrees during the go-around and the flight instructor’s inadequate supervision, which resulted in an aerodynamic stall at low altitude.","","32.353889","-97.433891","COSTRUZIONI AERONAUTICHE TECNA","P2006T","AIR","KCPT","Cleburne Regional","FALSE","2","","INST","091","Substantial","VMC","Skymates Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=83596","6/8/2012 6:37:00 PM",
"ERA12LA184","ACC","82918","2012-02-17T18:32:00Z","Fayetteville","North Carolina","United States","","N118RZ","FALSE","DirectorBrief","2013-08-29T04:00:00Z","Serious","0","1","1","The pilot’s failure to maintain adequate separation behind a large airplane during landing, which resulted in an encounter with wake turbulence and a loss of control.","","34.985","-78.889442","MOONEY AIRPLANE CO INC","M20TN","AIR","FAY","Fayetteville Regional Airport","FALSE","1","","PERS","091","Substantial","VMC","Nitin D. Desai","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82918","6/27/2013 7:59:00 PM",
"CEN12FA151","ACC","82842","2012-02-02T20:12:00Z","Pueblo","Colorado","United States","","N31WS","FALSE","DirectorBrief","2013-04-10T04:00:00Z","None","0","0","0","The captain's failure to maintain airplane control during an attempted crosswind takeoff on a contaminated runway.","","38.286666","-104.491111","GATES LEAR JET","35","AIR","PUB","Pueblo","FALSE","2","","PERS","091","Substantial","IMC","EXTRAPOINT LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82842","2/27/2013 4:29:00 PM",
"CEN12LA147","ACC","82808","2012-02-02T14:10:00Z","Kansas City","Missouri","United States","","N6564V","FALSE","DirectorBrief","2013-08-07T04:00:00Z","None","0","0","0","The failure of the nosewheel steering pushrod, which resulted in a loss of airplane directional control and runway excursion.","","39.149028","-94.57949","BELLANCA","17-30","AIR","MKC","Charles B. Wheeler Downtown","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82808","6/12/2013 5:49:00 PM",
"WPR12LA076","ACC","82645","2012-01-06T16:48:00Z","Phoenix","Arizona","United States","","N4175V","FALSE","DirectorBrief","2014-07-30T04:00:00Z","None","0","0","0","The pilot’s inability to maintain directional control during the landing roll for reasons that could not be determined because impact damage precluded determination of the preaccident functionality of the braking and steering systems.","","33.688331","-112.082496","PIPER","PA28","AIR","DVT","Phoenix Deer Valley","FALSE","1","","INST","091","Substantial","VMC","TransPac Aviation Academy","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82645","6/20/2014 2:23:00 PM",
"CEN12LA111","ACC","82545","2011-12-08T16:30:00Z","Batavia","Ohio","United States","","N5813","FALSE","DirectorBrief","2012-03-28T04:00:00Z","Minor","0","0","1","A loss of engine power due to failure of the engine oil cooler and subsequent oil starvation to the engine.","","39.078334","-84.210281","CURTISS WRIGHT","P40M","AIR","I69","Clermont County","FALSE","1","","INST","091","Substantial","VMC","Tri-State Warbird Museum","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82545","2/8/2012 6:41:00 PM",
"DCA12WA019","ACC","82472","2011-11-26T14:00:00Z","Huambo","","Angola","","N811DE","FALSE","None","","None","0","0","0","","","-12.805","15.765","GULFSTREAM AMERICAN CORP.","G 1159","AIR","FNHU","Albano Machado Airport","FALSE","2","","PERS","NUSN","Substantial","","","N/A","FALSE","","",
"CEN12LA066","ACC","82320","2011-11-16T10:40:00Z","Flint","Michigan","United States","","N168SL","FALSE","DirectorBrief","2013-02-12T05:00:00Z","Minor","0","0","4","The captain's failure to maintain directional control during landing with one engine inoperative. Contributing to the accident was an improperly installed clevis pin in the left engine power lever, the crew’s delay in accurately identifying their heading, and their subsequent selection of a runway with a strong crosswind.","","42.965278","-83.743614","PIAGGIO AERO INDUSTRIES SPA","P180","AIR","FNT","Bishop International Airport","FALSE","2","NSCH","PERS","091K","Substantial","VMC","AVANTAIR INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82320","12/18/2012 5:43:00 PM",
"DCA12WA011","INC","82254","2011-11-03T11:10:00Z","Munich","","Germany","","9V-SWQ","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","48.353889","11.78611","BOEING","777","AIR","EDDM","Munich Airport","FALSE","2","SCHD","","NUSC","Minor","","Singapore Airlines","N/A","FALSE","","",
"CEN11LA658","ACC","81850","2011-09-18T15:40:00Z","Lancaster","Texas","United States","","N98D","FALSE","DirectorBrief","2011-12-01T05:00:00Z","None","0","0","0","The failure of the tailwheel to remain locked during a crosswind landing, which resulted in a loss of directional control.","","32.577499","-96.717498","MARK DIVITA","RV-8","AIR","LNC","Lancaster Regional","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81850","10/25/2011 2:28:00 PM",
"ERA11CA490","ACC","81793","2011-09-14T10:09:00Z","Naples","Florida","United States","","N10632","FALSE","DirectorBrief","2011-12-01T05:00:00Z","None","0","0","0","The student pilot's improper flare, which resulted in a hard landing and subsequent loss of directional control.","","26.152221","-81.775558","CESSNA","172R","AIR","APF","Naples Municipal Airport","FALSE","1","","INST","091","Substantial","IMC","Orlando Flight Training","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81793","10/25/2011 1:15:00 PM",
"ERA11LA491","ACC","81797","2011-09-05T19:05:00Z","Stevensville","Maryland","United States","","N950RC","FALSE","DirectorBrief","2012-03-20T04:00:00Z","None","0","0","0","The pilot did not maintain directional control during the landing roll.","","38.976387","-76.329444","CESSNA","TR182","AIR","W29","Bay Bridge Airport","FALSE","1","","PERS","091","Substantial","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81797","2/3/2012 3:45:00 PM",
"ANC11LA084","ACC","81559","2011-08-21T09:10:00Z","Dillingham","Alaska","United States","","N139F","FALSE","DirectorBrief","2011-11-03T04:00:00Z","None","0","0","0","A loss of directional control during landing due to a rock lodged in the main landing gear wheel brake, resulting in a runway excursion and collision with terrain.","","59.044723","-158.505554","GRUMMAN","G-44","AIR","PADL","Dillingham","FALSE","2","NSCH","","135","Substantial","VMC","FRESH WATER ADVENTURES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81559","10/3/2011 6:57:00 PM",
"ERA11LA466","ACC","81545","2011-08-19T15:55:00Z","Manasses","Virginia","United States","","N133SR","FALSE","DirectorBrief","2012-11-26T05:00:00Z","None","0","0","0","An undetermined nose landing gear steering anomaly or anomalies, which resulted in the pilot's inability to maintain directional control of the airplane during the landing rollout. The damage to the nose landing gear precluded a determination of the cause of the nose landing gear anomaly.","","38.721389","-77.515556","PIPER","PA46","AIR","HEF","Manassas Regional Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81545","8/17/2012 6:04:00 PM",
"CEN11LA596","ACC","81602","2011-08-17T17:45:00Z","Columbia","Illinois","United States","","N284E","FALSE","DirectorBrief","2011-12-01T05:00:00Z","None","0","0","0","Separation of the right main wheel during landing rollout for undetermined reasons.","","38.45222","-90.236114","SUMINSKI WALTER M","JABIRU SP","AIR","H49","Sackman Field","TRUE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=81602","10/25/2011 12:26:00 PM",
"DCA11WA120","INC","83639","2011-07-14T18:53:00Z","Port Harcout","","Nigeria","","5N-BMM","FALSE","None","","None","0","0","0","","","5.015277","6.943055","CESSNA","560 - XL","AIR","","","FALSE","","","BUS","NUSN","Minor","","","N/A","FALSE","","",
"CEN11LA426","ACC","80921","2011-06-25T17:50:00Z","New Philadelphia","Ohio","United States","","N6980W","FALSE","DirectorBrief","2012-02-23T05:00:00Z","None","0","0","0","The pilot's incorrect identification of the wind direction before landing, which resulted in a tailwind landing and subsequent runway excursion.","","40.470275","-81.419998","Piper","PA-28-140","AIR","KPHD","Harry Clever Field Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","","",
"ANC11CA032","ACC","79131","2011-05-17T13:57:00Z","Talkeetna","Alaska","United States","","N125KT","FALSE","DirectorBrief","2011-08-22T04:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during landing.","","62.320556","-150.093612","CESSNA","A185F","AIR","PATK","Talkeetna","FALSE","1","","OWRK","091","Substantial","VMC","RUST AIR INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=79131","6/24/2011 1:43:00 PM",
"CEN11WA691","ACC","84609","2011-03-08T15:30:00Z","Lausanne","","Switzerland","","N747AW","FALSE","None","2020-11-03T05:00:00Z","None","0","0","0","","","0","0","PIPER","PA46-500TP","AIR","LSGL","Lausanne-La Blécherett","FALSE","1","NSCH","","NUSC","Substantial","VMC","SARL PRIV' AIR","N/A","FALSE","","",
"CEN11LA219","ACC","78521","2011-03-04T19:30:00Z","Delphi","Indiana","United States","","N82429","FALSE","DirectorBrief","2011-10-17T04:00:00Z","None","0","0","0","The pilot's loss of directional control, resulting in a runway excursion, and the subsequent separation of the left main landing gear for undetermined reasons.","","40.543056","-86.681388","AERONCA","7AC","AIR","1I9","Delphi Muni","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=78521","8/25/2011 7:12:00 PM",
"CEN11LA178","ACC","78307","2011-02-07T11:30:00Z","Danville","Illinois","United States","","N6XZ","FALSE","DirectorBrief","2011-12-19T05:00:00Z","None","0","0","0","The pilot's failure to maintain directional control during the landing roll.","","40.199722","-87.595558","Beech","A36","AIR","KDNV","Vermilion Regional Airport","FALSE","1","","BUS","091","Substantial","VMC","Kahler Automation Corporation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=78307","11/2/2011 5:15:00 PM",
"OPS11IA271","INC","78285","2011-01-31T22:36:00Z","Dayton","Ohio","United States","","N13964","FALSE","DirectorBrief","2011-11-03T04:00:00Z","None","0","0","0","The pilots' lack of consideration for developing and known weather conditions en route to and at the destination airport, resulting in a runway excursion and subsequent incursion.","","39.760101","-84.210777","EMBRAER","EMB-145LR","AIR","KDAY","James M. Cox Dayton Internatio","FALSE","2","SCHD","","121","Minor","VMC","EXPRESSJET AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=78285","10/4/2011 6:54:00 PM",
"WPR11FA093","ACC","78135","2011-01-09T15:00:00Z","Phoenix","Arizona","United States","","N5365D","FALSE","DirectorBrief","2012-05-15T04:00:00Z","None","0","0","0","The pilot did not maintain directional control during the landing roll. Contributing to the accident was low nosewheel tire pressure.","","33.434165","-112.01139","PIPER","PA46-500TP","AIR","KPHX","Phoenix Sky Harbor Internation","FALSE","1","","PERS","091","Substantial","VMC","Craig S. Gaylord","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=78135","4/5/2012 8:49:00 PM",
"CEN11FA144","ACC","78117","2011-01-06T12:00:00Z","Springfield","Illinois","United States","","N800GP","FALSE","DirectorBrief","2013-02-27T05:00:00Z","Minor","0","0","2","The pilot’s decision to conduct an instrument approach in icing conditions without the anti-ice system activated, contrary to the airplane flight manual guidance, which resulted in an inadvertent aerodynamic stall due to an in-flight accumulation of airframe icing.","","39.844165","-89.678054","GATES LEARJET CORP.","35A","AIR","SPI","Abraham Lincoln Capital","FALSE","2","NSCH","","135","Substantial","VMC","Priester Aviation LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=78117","1/28/2013 3:08:00 PM",
"CEN11LA142","ACC","78112","2011-01-02T10:00:00Z","McKinney","Texas","United States","","N102PJ","FALSE","DirectorBrief","2011-10-03T04:00:00Z","None","0","0","0","The pilot's loss of directional control during landing.","","33.208332","-96.741943","AMERICAN LEGEND AIRCRAFT CO","AL3","AIR","T31","Aero Country","FALSE","1","","INST","091","Substantial","VMC","SHELL AIR LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=78112","7/8/2011 12:26:00 PM",
"ANC11LA006","ACC","78098","2010-12-22T10:50:00Z","Saint Michael","Alaska","United States","","N45052","FALSE","DirectorBrief","2011-05-26T04:00:00Z","None","0","0","0","The loss of directional control during landing due to a flat nose wheel tire, resulting in a runway excursion and collision with trees.","","63.47068","-162.110473","PIPER","PA-31-350","AIR","PAMK","Saint Michael","FALSE","2","NSCH","","135","Substantial","VMC","BERING AIR INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=78098","2/22/2011 8:33:00 PM",
